"Sean Penn","Ashkenazi Jewish (father)*Italian, Irish (mother)"
"Sean Pertwee","English, French Huguenot (father)*German (mother)"
"Sean Young","English, Irish, Swiss-German"
"Seann William Scott","Scottish, English, German, Irish"
"Sebastian Arcelus",""
"Sebastian Koch","German"
"Sebastian Stan","Romanian"
"Sela Ward","English, some Scottish"
"Selena Gomez","Mexican (father)*Italian, possibly other (mother)"
"Selma Blair","75% Ashkenazi Jewish*25% Scottish, English (maternal grandmother, who likely converted to Judaism)"
"Serinda Swan","English, Irish, Scottish, Spanish"
"Seth Gabel","Ashkenazi Jewish"
"Seth Green","Ashkenazi Jewish"
"Seth MacFarlane","English, Scottish, Irish"
"Seth Rogen","Ashkenazi Jewish"
"Seymour Cassel","German-Russian Jewish (father)*Irish (mother)"
"Shailene Woodley","English (father)*African-American, Louisiana Creole [African, French, Spanish, German], English, Swiss (mother)"
"Shalom Harlow","English, likely Scottish, possibly other"
"Shane West","Jamaican [English, Sephardi Jewish, distant Scottish] (father)*Cajun [French], distant Spanish (mother)"
"Shannen Doherty","Irish, English, Scottish, Scots-Irish (Northern Irish), remote French"
"Shannon Elizabeth","Syrian/Lebanese (father)*English, Irish, German (mother)"
"Shannon Tweed","German (mother)"
"Shannon Woodward","English, Swedish, small amount of Norwegian, possibly other"
"Sharon Stone","English, German, Scottish, Irish"
"Shaun Sipos","Croatian, possibly other"
"Shawn Hatosy","Irish, Hungarian, German, English, Scottish, French"
"Shawn Wayans","African-American"
"Shawnee Smith","English, German, Swiss-German, Northern Irish (Scots-Irish)"
"Sheila Vand","Iranian"
"Shelbie Bruce","English, Scottish, German, Scots-Irish/Northern Irish (father)*Mexican (mother)"
"Shelley Duvall","English, some German, Scots-Irish (Northern Irish), distant Welsh andFrench"
"Shenae Grimes","Irish, Italian"
"Sheri Moon Zombie","Lithuanian (father)*Polish (mother)"
"Shia LaBeouf","Cajun/French (father)*Ashkenazi Jewish (mother)"
"Shiloh Fernandez","25% Portuguese*25% Ashkenazi Jewish*50% mix of English, Irish, possibly other"
"Shiri Appleby","Ashkenazi Jewish, Moroccan Sephardi Jewish"
"Shirley Henderson","Scottish"
"Shirley MacLaine","English, Scottish, more distant Irish, remote French, Danish, and Dutch"
"Shohreh Aghdashloo","Iranian"
"Sid Haig","Armenian"
"Sienna Guillory","Jewish, English, possibly other"
"Sienna Miller","English, possibly other"
"Sigourney Weaver","English, small amount of Scottish and Dutch"
"Silvio Muccino","Italian"
"Simon Baker","English, possibly other"
"Simon Callow","English (father)*Danish, French, German, English (mother)"
"Simon Helberg","Ashkenazi Jewish"
"Simon Pegg","English, distant Welsh"
"Sissy Spacek","Moravian/Czech, German (father)*English, Irish (mother)"
"Skeet Ulrich","German, English, Scottish, Irish, 1/32 French"
"Skylar Astin","Ashkenazi Jewish"
"Snoop Dogg","African-American"
"Sofia Boutella","Algerian"
"Sofia Coppola","Italian (father)*English (mother)"
"Sonia Rolland","French (father)*Tutsi Rwandan (mother)"
"Sonoya Mizuno","50% Japanese*25% English*25% Argentinian"
"Sophia Loren","Italian"
"Sophia Myles","English, Welsh, Russian"
"Sophie Marceau","French"
"Sophie Okonedo","Nigerian (father)*Ashkenazi Jewish (mother)"
"Sophie Turner","English"
"Spencer Daniels","Welsh, Scottish, English, German, French (father)*Ashkenazi Jewish (mother)"
"Spencer Locke","English, possibly other"
"Spike Jonze","Ashkenazi Jewish (father)*German, Scottish, English (mother)"
"Spike Lee","African-American (including Cameroonian, Nigerien), distant English"
"Stacey Dash","Afro-Barbadian, Mexican"
"Stan Lee","Ashkenazi Jewish"
"Stanley Townsend","Irish"
"Stanley Tucci","Italian"
"Stefanie Scott","Czech (maternal grandfather), English, Irish, German"
"Steffiana de la Cruz","Filipino"
"Stephanie Andujar","Puerto Rican"
"Stephen Baldwin","English, Irish, Scottish, 1/16th French-Canadian, 1/16 German"
"Stephen Colbert","93.75% Irish*6.25% mix of Alsatian German and English"
"Stephen Collins","English, remote Dutch, possibly other"
"Stephen Dorff","Ashkenazi Jewish (father)*English, possibly other (mother)"
"Stephen Fry","English (father)*Ashkenazi Jewish (mother)"
"Stephen Graham","Afro-Jamaican (paternal grandfather), Swedish, Irish, English"
"Stephen Henderson","African-American"
"Stephen Lang","Ashkenazi Jewish (father)*Irish, some German (mother)"
"Stephen Mangan","Irish"
"Stephen Merchant","English"
"Stephen Moyer","English"
"Stephen Rannazzisi","Italian/Sicilian, Irish"
"Stephen Root","Swedish (maternal grandmother), English, distant Scottish, Welsh, and Dutch"
"Stephen Tobolowsky","Ashkenazi Jewish"
"Steve Bannos","Greek"
"Steve Buscemi","Sicilian/Italian (father)*Irish, English, Dutch (mother)"
"Steve Carell","Italian, German (father)*Polish (mother)"
"Steve Coogan","Irish"
"Steve Guttenberg","Ashkenazi Jewish"
"Steve Higgins","English, French, German (father)*Italian (mother)"
"Steve Martin","English, some Scottish, Irish, Scots-Irish/Northern Irish, and German, distant French and Welsh"
"Steve Zahn","German, Swedish (father)*German (mother)"
"Steve Zissis","Greek"
"Steven Bauer","Cuban [Spanish, possibly other], as well as one quarter Ashkenazi Jewish and 1/32 Italian"
"Steven Berkoff","Ashkenazi Jewish"
"Steven Pasquale","Italian, possibly other (father)*German, Irish (mother)"
"Steven R. McQueen","75% mix of Scottish, English, German, Scots-Irish/Northern Irish, distant Cornish, Dutch, and Welsh*25% mix of Filipino [Kapampangan, Waray], Spanish, Catalan, Basque, Chinese"
"Steven Seagal","Ashkenazi Jewish (father)*English, German, distant Dutch (mother)"
"Steven Soderbergh","Swedish, Irish (father)*Italian (mother)"
"Steven Weber","Ashkenazi Jewish"
"Steven Wright","Scottish (father)*Italian (mother)"
"Sting","English, small amounts of Irish and Scottish"
"Stockard Channing","Irish, English"
"Storm Reid","African-American"
"Stuart Townsend","Irish, English"
"Suki Waterhouse","English"
"Summer Altice","English, German, Hungarian, possibly French and Danish"
"Summer Glau","German/Alsatian German, Swiss-German, Scottish, Irish, Welsh, English"
"Summer Phoenix","English, along with German, distant French Huguenot (father)*Ashkenazi Jewish (mother)"
"Sung Kang","Korean"
"Sung-Hi Lee","Korean"
"Suraj Sharma","Malayali Indian"
"Susan Sarandon","50% Italian, including Sicilian*25% English, with a smaller amount of Welsh*12.5% German*12.5% Irish"
"Svetlana Khodchenkova","Russian"
"Sylvester Stallone","50% Italian*25% French (Breton)*25% unclear; possibly German or Ashkenazi Jewish"
"T.I.","African-American"
"Tobey Maguire","Irish, English, 1/8th Austrian, 1/8th Puerto Rican, 1/16th Danish, 1/16th French, 1/32 German"
"Tobias Menzies","English, Scottish"
"Tobin Bell","Irish, possibly 1/4 English"
"Toby Hemingway","English, 1/4 Italian, Irish"
"Toby Huss","German, Irish (father)*Italian (mother)"
"Toby Jones","English"
"Toby Kebbell","English, Scottish, Irish"
"Todd Field","English, German"
"Tom Arnold","English, Swedish, German, Irish, Scottish, Scots-Irish/Northern Irish*convert to Judaism"
"Tom Berenger","Irish"
"Tom Cruise","43.75% German*43.75% Irish*12.5% mix of English and Welsh"
"Tom Felton","English"
"Tom Hanks","English, some Cornish, more distant German (father)*Portuguese (mother)"
"Tom Hardy","English, Irish"
"Tom Hiddleston","Scottish (father)*English, Welsh, German (mother)"
"Tom Hollander","Czech Jewish (father)*English (mother)"
"Tom Hulce","English, German, Irish, distant Dutch"
"Tom Lenk","German, English, Dutch, French, possibly other"
"Tom Savini","Italian"
"Tom Selleck","English, Scottish, Irish, more distant German (father)*English (mother)"
"Tom Sizemore","English, German, Scottish, French, likely some African-American, distant Native American (Cherokee or Creek), remote Welsh"
"Tom Skerritt","English, some German"
"Tom Verica","Italian (father)*German, English, Irish (mother)"
"Tom Waits","Norwegian (maternal grandmother), English, Scots-Irish/Northern Irish, Scottish, German, Swiss-German, Welsh"
"Tom Wilkinson","English, as well as 1/32 Scottish"
"Tom Wlaschiha","Czech, German"
"Tom Wopat","75% Czech/Bohemian*25% English, possibly other"
"Tommy Flanagan","Irish, Scottish"
"Tommy Lee Jones","English, some Scots-Irish/Northern Irish and Scottish, remote Dutch"
"Toni Collette","English, Irish, Scottish"
"Tony Cox","African-American"
"Tony Danza","Italian (including Sicilian)"
"Tony Goldwyn","Ashkenazi Jewish (paternal grandfather), Irish, English, Scots-Irish/Northern Irish, Scottish, German"
"Tony Hale","English, possibly other"
"Tony Roberts","Ashkenazi Jewish"
"Tony Shalhoub","Lebanese"
"Tony Sirico","Italian"
"Tony Todd","African-American"
"Topher Grace","Ashkenazi Jewish (paternal grandmother), English, Irish"
"Tori Spelling","Ashkenazi Jewish"
"Trace Adkins","English, some Scottish, distant Welsh"
"Tracey Ullman","Polish (father)*English, possibly Romani (mother)"
"Tracie Thoms","African-American"
"Tracy Morgan","African-American"
"Tracy Spiridakos","Greek"
"Travis Tope","English, some Scottish and Scots-Irish (Northern Irish), 1/8th Italian, distant German"
"Treat Williams","English, small amounts of Dutch, Irish, and Scottish"
"Trent Ford","English"
"Trevor Donovan","Norwegian (paternal grandmother), English, Bohemian/Czech, likely German"
"Trevor Howard","English"
"Trevor Wright","English, possibly other (father)*Ashkenazi Jewish (maternal grandfather)*Czech/Bohemian, German (maternal grandmother)"
"Trey Parker","English, possibly other"
"Troy Gentile","Iranian, Italian, possibly other"
"Troye Sivan","Ashkenazi Jewish (father)*English, possibly other (mother; who converted to Judaism)"
"Trudie Styler","English"
"Ty Burrell","German, English, smaller amounts of Scottish, Irish, French, as well as 1/64th African (from Madagascar)"
"Ty Simpkins","Irish, English, German, possibly other"
"Tye Sheridan","English, Irish, Scottish, Welsh, Scots-Irish/Northern Irish, German, 1/32 Swiss [Swiss-French and Swiss-German], remote French"
"Tyler Labine","English, Irish, French-Canadian"
"Tyler Mane","German, English, possibly other"
"Tyler Perry","African-American"
"Tyler Posey","English, Scottish, Irish, German, distant French (father)*Mexican (mother)"
"Tyra Banks","African-American"
"Tyrese Gibson","African-American"
"Tyson Houseman","Cree First Nations, European"
"Udo Kier","German"
"Uma Thurman","English, Scots-Irish/Northern Irish, Scottish, German (father)*German, Swedish, Danish (mother)"
"Val Kilmer","German, English, Welsh, Scots-Irish/Northern Irish, French Huguenot (father)*Swedish (mother)"
"Valeria Golino","Italian, Greek, Egyptian"
"Valerie Azlynn","French, Irish, Scottish, possibly other"
"Vanessa Bayer","Ashkenazi Jewish"
"Vanessa Ferlito","Italian"
"Vanessa Hudgens","Irish, possibly Native American (father)*Filipino, along with Spanish and Chinese (mother)"
"Vanessa Lee Chester","African-American"
"Vanessa Marcil","Mexican (father)*French-Canadian, French, German, and English (mother)"
"Vanessa Ray","English, possibly Hungarian or Slovak"
"Vanessa Redgrave","English"
"Vera Farmiga","Ukrainian"
"Verne Troyer","German (including some Swiss-German)"
"Veronica Webb","African-American"
"Victor Garber","Ashkenazi Jewish"
"Viggo Mortensen","Danish (father)*English, small amount of Scottish (mother)"
"Vin Diesel","Scottish, English, German, Irish (mother)*African-American, and possibly other (biological father)"
"Vince Vaughn","25% Lebanese*25% Italian*50% mix of English, Irish, Scots-Irish/Northern Irish, Scottish, German, along with distant Swiss-French and Dutch"
"Vincent Cassel","French"
"","Italian"
"Vincent Gallo","Sicilian"
"Vincent Pastore","Italian"
"Vincent Price","English, some German, distant French and Dutch"
"Vincent Schiavelli","Sicilian"
"Vinessa Shaw","Ashkenazi Jewish (paternal grandfather), Italian (maternal grandfather), Irish, Swedish, English, 1/16th Spanish/Mexican, Dutch, French, distant German"
"Ving Rhames","African-American"
"Vinnie Jones","English, Welsh"
"Viola Davis","African-American"
"Violante Placido","Italian"
"Virginia Madsen","Danish (father)*Irish, English, Scottish, German (mother)"
"Vitamin C","3/4 Irish, 1/4 French-Canadian (father)*unknown (mother)"
"Vivica A. Fox","African-American"
"Vivien Leigh","English, likely Armenian and Irish"
"Vonetta McGee","African-American"
"Walter Koenig","Ashkenazi Jewish"
"Walton Goggins","English, some Scottish"
"Wanda Sykes",""
"Warner Baxter",""
"Warren Kole","Swedish (paternal grandfather), German, English, possibly other"
"Warren Oates","English, small amount of German and Scots-Irish (Northern Irish)"
"Warwick Davis","English, some Welsh and Irish"
"Wayne Knight","English (father)*Italian (mother)"
"Wendi McLendon-Covey","Scottish, English, possibly other"
"Wendie Malick","Egyptian (paternal grandfather), German, French, English"
"Wendy Benson-Landes",""
"Wendy Crewson","English, Scottish, Irish, Welsh, German, Dutch"
"Wentworth Miller","25% Afro-Jamaican*25% African-American*25% Rusyn*12.5% Lebanese/Syrian*12.5% Curacaoan (mix of Dutch, French, Swedish, Hispanic, and remote Polish)"
"Wes Anderson","Swedish, Norwegian (father)*English, Scots-Irish/Northern Irish, German (mother)"
"Wes Bentley","English, German, Scottish"
"Wes Chatham","English"
"Wes Craven","English, German"
"Wes Studi","Cherokee"
"Wesley Snipes","African-American"
"Whitney Cummings","Scottish, possibly other"
"Whoopi Goldberg","African-American (including Guinea-Bissauan, Sierra Leonean, and Liberian)"
"Wil Wheaton","English, Irish, Welsh, German, French, 1/8th Sephardi Jewish (matrilineal)"
"Wilford Brimley","31.25% English*25% Scottish*25% Danish*12.5% Welsh*6.25% German and Swiss-German"
"Will Arnett",""
"Will Estes","English, Scottish, possibly other"
"Will Ferrell","English (mostly), with some Irish, distant German and Welsh"
"Will Poulter","English, Welsh, Scottish"
"Will Rothhaar","German, Irish"
"Will Sasso","Italian"
"Will Smith","African-American"
"will.i.am","African-American"
"Willa Holland","English, one quarter Italian, distant Dutch"
"Willem Dafoe","German, English, Irish, Northern Irish, Scottish, distant Swiss-French and French"
"William Fichtner","German, as well as Irish, English, and Dutch"
"William Forsythe","Italian (maternal grandfather), Scottish, English, Irish, German"
"William H. Macy","Scottish, English, smaller amounts of French/Cajun, Irish, Welsh, Swiss-German, and Dutch, 1/64th Spanish, 1/512 Choctaw Native American"
"William Holden","English, small amount of Irish, distant French"
"William Hurt","English, German, Scottish, Irish"
"William Mapother","German, English, Irish, distant Welsh"
"William McNamara","German, Irish, English"
"William Sadler","68.75% Scottish*25% English*6.25% German"
"William Shatner","Ashkenazi Jewish"
"William Zabka","Czech (father)"
"Willie Garson","Ashkenazi Jewish"
"Willie Nelson","English, some Scots-Irish/Northern Irish and Irish"
"Wilmer Valderrama","Colombian, Venezuelan"
"Winona Ryder","Ashkenazi Jewish (father)*possibly Belgian (mother)"
"Woody Allen","Ashkenazi Jewish"
"Woody Harrelson","English, Scottish, German, distant Dutch and Welsh, remote Danish and French"
"Wyatt Russell","Ashkenazi Jewish (maternal grandmother), English, German, Scottish, Irish"
"Xander Berkeley","Scottish, English"
"Xavier Samuel","possibly British Isles and Jewish"
"Xzibit","African-American"
"Yaphet Kotto","Jewish Cameroonian (African) and Panamanian (Afro-Panamanian)"
"Yasiin Bey","African-American"
"Yaya DaCosta","Afro-Brazilian, African-American, Cherokee Native American, Irish"
"Yeardley Smith","English, Irish, German"
"Yvan Attal","Sephardi Jewish"
"Zac Efron","Ashkenazi Jewish (paternal grandfather), English, German, Scottish, possibly around 1/16th Irish, and remote Dutch and Belgian/Flemish"
"Zach Braff","Ashkenazi Jewish (father)*English, Irish, Scottish (mother, who converted to Judaism)"
"Zach Galifianakis","Greek (father)*Scottish, English, as well as small amounts of Welsh, French Huguenot, and Irish (mother)"
"Zach Galligan","Irish (approximately 11/16ths), along with 1/8 Ashkenazi Jewish, with the remainder being English and distant Dutch and French"
"Zach Woods","75% Ashkenazi Jewish*25% mix of German, some French"
"Zachary Gordon","Ashkenazi Jewish"
"Zachary Levi","English, French, German, Irish, Welsh, Scottish, Swiss"
"Zachary Quinto","50% Italian*50% Irish"
"Zak Orth","German, English, French-Canadian"
"Zhang Ziyi","Chinese"
"Zoe Kazan","Greek (paternal grandfather), English, German"
"Zoe Lister-Jones","English, possibly other (father, who converted to Judaism)*Ashkenazi Jewish (mother)"
"Zoe Saldana","Puerto Rican, Dominican Republic, evidently small amount of Lebanese and Haitian"
"Zooey Deschanel","French, English, German, Irish, Scots-Irish (Northern Irish), Swiss, Dutch"
"Zosia Mamet","Ashkenazi Jewish (father)*English, Scots-Irish/Northern Irish, German, Welsh (mother)"
