title,review_score,poster,imdbID,reviews
Batman Forever,5.4,https://ia.media-imdb.com/images/M/MV5BNWY3M2I0YzItNzA1ZS00MzE3LThlYTEtMTg2YjNiOTYzODQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0112462,"['A different direction brings differing results.\r\n\r\nBatman takes on a new side kick as he fights to keep Gotham City out of the clutches of Two-Face and The Riddler.\r\n\r\n""No thanks, I\'ll get drive-thru""\r\n\r\nThus these be the first words out of Val Kilmer\'s incarnation of Batman and thus setting the standard for what Joel Schumacher\'s two Batman movies would be like. Gone is the dark undertone from Tim Burton\'s visions, and the tight action sequences that marked Burton\'s debut out as a genuine genre piece of work, in their place comes sexy campery and ropey action set pieces. The casting of both Val Kilmer as Batman and Chris O\'Donnell as Robin is a big mistake, Kilmer easily being the most boring actor to don the suit out of all of them, whilst O\'Donnell simply can\'t act outside of Robin\'s cartoonery bravado. Nicole Kidman looks positively gorgeous as Chase Meridian, but that\'s all that is brought to the party, it\'s a waste of the very talented Kidman\'s ability and a waste of the audience\'s time.\r\n\r\nIt\'s not all bad though, a comic book adaptation is only as good as its villains, and here we get a perfectly cast Jim Carrey as The Riddler, and a wildly over the top Tommy Lee Jones as Two-Face. Carrey steals every scene he is in, it\'s almost too much, but as maniacal and exuberant as it is, it is the film\'s highlight and actually the film\'s saving grace (Tommy Lee Jones was reportedly unhappy from having his thunder stolen in the movie by Carrey). The script does work enough to make the story accessible to all ages, and there are enough crash bangs and wallops to entertain in that brain left at the door kind of way.\r\n\r\nThis was the biggest hit of 1995, so the paying public lapped it up and paved the way for another Schumacher film in the franchise, but with all that star power wasted, and nipples on the rubber suits, it\'s hard to see now why it was so popular back then. 5/10', ""There are some great **things** in _Batman Forever_. Val Kilmer I think cops a bit too much flak for his go in the cape & cowl, he's certainly no sort of definitive Batman but I thought he did a fine job. The city has a crazy cool design, the Batmobile is updated in a wholly original way, and that neon street gang is some of the coolest shit I've ever seen put to screen. But this a **bad** movie. Burton might not have had a 100% source-material-faithful interpretation of the character, but it took Joel Schumacher (who usually I'm a big fan of) to ruin _Batman_ altogether.\r\n\r\n_Final rating:★★ - Had some things that appeal to me, but a poor finished product._""]"
"Pink Ribbons, Inc.",7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4ODg1OTAwN15BMl5BanBnXkFtZTcwMTE5Mjk0Ng@@._V1_SX300.jpg,tt2035599,[]
Here On Earth,N/A,N/A,,[]
Machete Kills,5.6,https://ia.media-imdb.com/images/M/MV5BMjA2MzUxMTM3M15BMl5BanBnXkFtZTgwMzA2NzkxMDE@._V1_SX300.jpg,tt2002718,[]
Good Dick,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQyMjAxNjU1NF5BMl5BanBnXkFtZTcwNjY5ODg5MQ@@._V1_SX300.jpg,tt0944101,[]
Big Trouble,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMGExOThjYjMtYzA2MC00OTZhLWEzMDYtMTAwZmViMGU4OTE4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,tt0246464,[]
Dumb and Dumber To,5.6,https://ia.media-imdb.com/images/M/MV5BMTYxMzA0MzAyMF5BMl5BanBnXkFtZTgwMjMyNjcwMjE@._V1_SX300.jpg,tt2096672,[]
Go for It!,4.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NTE1MjQ2NV5BMl5BanBnXkFtZTcwMDM4MTg4NA@@._V1_SX300.jpg,tt1307926,[]
Bad Boys II,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BZmU4NzVkZjEtZmQxMi00ZDY5LWI3ZDYtMWRmZjE5YmYwZjQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0172156,[]
The Grudge 2,5.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NDIxMDc2MF5BMl5BanBnXkFtZTcwMTg2MTkzMQ@@._V1_SX300.jpg,tt0433386,[]
Carriers,6.0,https://ia.media-imdb.com/images/M/MV5BMTYwOTcxMzYxMl5BMl5BanBnXkFtZTcwODQyODQ3Mg@@._V1_SX300.jpg,tt0806203,[]
The Rocker,6.2,https://ia.media-imdb.com/images/M/MV5BMTYyMTgzMTQ0MF5BMl5BanBnXkFtZTcwNTE3OTU3MQ@@._V1_SX300.jpg,tt1031969,[]
"Batman: The Dark Knight Returns, Part 2",8.4,https://ia.media-imdb.com/images/M/MV5BYTEzMmE0ZDYtYWNmYi00ZWM4LWJjOTUtYTE0ZmQyYWM3ZjA0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,tt2166834,[]
Pink Flamingos,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BODZlZDUwNzctOWRmNi00OTE2LTg1NGQtNjAxYzBhYjFhNmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0069089,[]
The Mask of Zorro,6.7,https://ia.media-imdb.com/images/M/MV5BMzg4ZjQ4OGUtZjkxMi00Y2I2LWEzNTAtODI2ZjkxMGVjNTQwXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_SX300.jpg,tt0120746,[]
Hannah Montana: The Movie,4.3,https://ia.media-imdb.com/images/M/MV5BMTkxNjUxODY3NF5BMl5BanBnXkFtZTcwMjQyMzMzMg@@._V1_SX300.jpg,tt1114677,[]
Alive,7.1,https://ia.media-imdb.com/images/M/MV5BOGU2ZjkzNTAtMGE0NS00N2RmLTg5YWItMDA5NjM4OWJlNWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0106246,[]
The Road to El Dorado,6.9,https://ia.media-imdb.com/images/M/MV5BOTEzNWIwMzctOTE1YS00YjIyLTgwZGEtMTMxZDAzNzlmODMxXkEyXkFqcGdeQXVyMjgyMDk1MzY@._V1_SX300.jpg,tt0138749,[]
The Young Victoria,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MjExMDk3NV5BMl5BanBnXkFtZTcwMTU3OTMwMw@@._V1_SX300.jpg,tt0962736,[]
Alice in Wonderland,6.5,https://ia.media-imdb.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg,tt1014759,"[""I loved the movie. Of course it's a Tim Burton film and Johnny Depp is in the movie so it's already a given. Story wise, I like it that it's different from the usual Alice in Wonderland stories. I hope they Tim Burton will make the original movie though. The montage in the movie looks nice when they did the flashback. I love the colors. Anne Hathaway is great. I felt like watching a real life Disney princess. Of course Helena Bonham Carter is magnificent. With her big head that looks really natural, it adds to her funny character. And then there's Alan Rickman. Although he's just a voice of the caterpillar, once you hear his voice, you'll know it's him and it's a great comfort.\r\n\r\n\r\nMy grade for this movie??? A. Wonderful story. Great cast. A movie that is pleasing to the eyes. I strongly recommend this to children, adults, and anyone in between. A great family movie.""]"
Piranha 3D,5.5,https://ia.media-imdb.com/images/M/MV5BMTU3NDg2NTY4Nl5BMl5BanBnXkFtZTcwMTM0OTE3Mw@@._V1_SX300.jpg,tt0464154,"['When evil, inbred, cannibal, devilish, prehistoric, underground piranha are unleashed on the tiny town of Lake Victoria during ""Spring Break"", the outcome is all rather predictable. Babes, bikinis, boobs, bums, blood, bazulco and bad acting.\r\n\r\nRun from a budget of $24M the film has almost no actors of note in lead roles. Although there is a cameo from Eli Roth (_Inglourious Basterds_), which is always cool.\r\n\r\nWhat we have here, is a virtually flawless example of stupid fun. There\'s no point in trying to evaluate a film like _Piranha 3D_ on factors like good taste, because it goes out of its way to smash these conventions apart. The film has this crazy energy about it from beginning to end.\r\n\r\nIt also however, is the perfect example of why 3D is so fucking unnecessary. And though I appreciate how forward the film is, that doesn\'t make it strictly speaking good. It\'s part creature-feature, part horror-comedy, but it doesn\'t stand up in a thrill sense to actual monster movies like _Anaconda_ or _King Kong_, and it doesn\'t stand up in a humour sense to actual horror comedy like _Shaun of the Dead_ or _Dead Snow_, but it sort of takes off on its own in a passable manner. Though it\'s kiiinda humorous, the film is mostly just ""fun"", as opposed to ""funny"".\r\n\r\nThe script seems cobbled together with a couple of different half assed plot points, but several half ass plots taped together is better than just one half assed plot trying to hold its own and ending up looking like no plot at all. Exploitation has never really been A-grade material, and even though the ""suspension of disbelief"" thing that films are supposed to have as a general rule, is sort of... not here, _Piranha 3D_ still manages to somehow get this piece of crap off the ground.\r\n\r\nI watched it at about 2am with a male friend of mine who has very similar taste and sense of humour to me, and that\'s pretty much got to be the best possible setting to watch it in. The CG gore is ridiculous, the 3D focus is ridiculous, the film itself is just fucking ridiculous. But brainless is great sometimes, just don\'t make a habit of thinking that you can get away with bad exploitation, and calling it Black Comedy, once or twice is fine, but soon it just looks like you\'re aiming for cult, and getting lazy.\r\n\r\n-Gimly', 'This is the 2010 remake of the old classic. The original is pretty much crap so I bought this one solely based on the fact that it has been getting unusually good reviews from both critics as well as viewers.\n\nI have to say that I am at loss as to why. There are loads of much better films in the action/horror/fantasy genre’s that, at least the so called “critics” totally hammer. Why the hell this trash got so good scores is beyond me.\n\nThe female acting consists of showing off your boobs then get eaten. The male acting consists of being an asshole, get your dick eaten, then get the rest eaten. The main “event” is a contrived scene when the main asshole get his dick bitten off and the piranhas eat it and spit it out again under water. I’m sure the 3D effects made it even more ridiculous than in 2d. I usually have rather high tolerance for poor acting and bad scripts when it comes to otherwise effects and gore loaded films but most of this film I was just thinking, “what the f... is this shit!”.\n\nMost of the film was just scenes stashed on top of each other designed to show of 3D effects with boobs and various ways a human could get eaten. This is a typical example of why 3D is bad for the movie industry.']"
Goodbye Bafana,N/A,N/A,,[]
"Gandhi, My Father",7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NTc3MDY4NV5BMl5BanBnXkFtZTgwNjE3MDAxMzE@._V1_SX300.jpg,tt0459293,[]
Batman Returns,7.0,https://ia.media-imdb.com/images/M/MV5BOGZmYzVkMmItM2NiOS00MDI3LWI4ZWQtMTg0YWZkODRkMmViXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,tt0103776,[]
Good Luck Chuck,5.6,https://ia.media-imdb.com/images/M/MV5BMTIwMTI1MTQzM15BMl5BanBnXkFtZTcwOTgwNjM1MQ@@._V1_SX300.jpg,tt0452625,[]
Babe: Pig in the City,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4ZDQ3NjktNjQ4Mi00NjU2LWFiZTEtYzhjODNlM2VhYTIzXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_SX300.jpg,tt0120595,[]
"Good bye, Lenin!",7.7,https://ia.media-imdb.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_SX300.jpg,tt0301357,[]
Star Trek VI: The Undiscovered Country,7.2,https://ia.media-imdb.com/images/M/MV5BYTM1ZDc0MDEtYjhhMC00ZWFmLThlMTYtOTI2MTdkZDVhODQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0102975,[]
Thor: The Dark World,7.0,https://ia.media-imdb.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,tt1981115,"['There have been plenty of movies based on classical cartoon superheroes that have been poorly implemented and with a lousy story. Luckily this one is not one of those. This was really a very enjoyable movie and I liked this movie a lot better than the first Thor movie which I felt was mostly silly.\r\n\r\nThis one has a story which was rather okay and held somewhat together. You have to remember that this is a comic book hero and the story is on that level of course. The special effects and the scenery is really nice as well. The views of Asgard is cool, almost breathtaking.\r\n\r\nAnthony Hopkins was excellent as Odin or Oden has he is called in Sweden, my country of birth. Tom Hiddleston is also very good in his role although I have to say that I really do not like his role but then he is supposed to be one of the bad guys so… Chris Hemsworth is good enough in his role but I would say that he is really the weakest ones in terms of acting.\r\n\r\nThe movie is liberally sprinkled with jokes as well and, thankfully, most of them are not too bad. Although a bit silly I have to say that I did laugh when Thor politely hung Mjölnir on the clothes rack in the apartment with Darcy and Dr. Selvig.\r\n\r\nOn the whole I enjoyed this movie tremendously.', 'More of the same. Predecible non elaborated script and with a total lack of sense of humor.\r\n\r\nThe FX are, again, OK, but the feeling of swords, axes, armors and helmets is of cheap plastic.', 'Watching Thor: The Dark World tonight, I got the feeling that Hollywood might have finally figured it out. In theory, a sequel should always surpass its predecessor, although as we all know, many have tried and famously failed. But a new trend seems to finally be breaking through. X2 was better than X-Men. Spider-Man 2 was better than the first. And now that I\'ve seen it, I can tell you Thor: The Dark World… is better than Thor. (And the fact that these are all Marvel productions, that\'s food for anther discussion.)\r\n\r\nI thoroughly enjoyed Thor, directed by Kenneth Branagh, when I only saw it for the first time just this spring. In fact, I watched it again the same week. Which is saying enough to imply that my hopes were high for the sequel. So I was really looking forward to tonight and I was not disappointed.\r\n\r\nThor 2 was helmed by a different director, Alan Taylor, which typically always spells trouble in my book when they change the director, but I take my hat off to him. What I admire is that he managed to capture the tone that Branagh set in the first film flawlessly – even perfected it in a way. He brings to the table a duality which almost never works successfully in any film, but here, does so perfectly: Taylor made Thor 2 notably darker, yet at the same time more humorous. I take my hat off to the writers as well – they put in a ton of great jokes, all at the exactly right moment. Had this been done even a fraction less tactfully, the film would have sunk like a bag of bricks, like so many others have. I found myself (and the audience) laughing my butt off one moment, and feeling very serious and engaged with the on-screen emotions the next. Even when it happened abruptly, it still never felt inappropriate. Now that\'s good entertainment. Two thumbs up.\r\n\r\nThe actors all wear their roles like a custom-made suit. It\'s obvious that Chris Hemsworth has really grown into his character, third time around. This guy IS Thor, hands down. The same goes for all the other actors, they were all perfectly comfortable in their roles and respective environments. The one that intrigued me most, however, was Loki – personified absolutely magnificently by Tom Hiddleston. Much like Hemsworth, it seems he was born to play this role. He captures all the slyness, all the arrogance and all the torment of a man almost unable to bear the weight of his own ego in a single flicker in his eyes. And then that grin… Perfection. The way Hiddleston plays Loki is strangely captivating. You know he\'s totally wicked and cannot be trusted, yet at the same time you can\'t help but really like him – you might even end up rooting for this guy, and I\'m not sure many other actors would have managed this.\r\n\r\nAll the special effects were as good as one should expect them to be these days. I have nothing much to say there, except that it was all terrifically eye-pleasing, and Asgard looked even more beautiful than before. It was all convincing and very well done. \r\n\r\nStill, I have not completely explained why T:TDW is better than the first. Actually, I might not fully be able to. It\'s mostly a feeling. As much as I was entertained the first time, I was even more entertained now. It was more action-packed, more exciting, darker and it just had a great deal more adrenaline. \r\n\r\nThe only thing that I think was weaker in this film, was the character of Jane Foster. Her character was just less interesting, kind of blank. I actually don\'t remember much of her at all, except that she slapped Thor a couple of times and she had all this creepy stuff coming out of her… Also she was somewhat of a damsel-in-distress most of the time with the look of a scared kitten on her face, and that\'s not exactly how we like to see our ladies nowadays. It\'s so common to see women being perfectly independent now, that it\'s a little weird to see a grown woman with ""three degrees in physics"" (as Darcy so poignantly points out) scared and shivering like a little girl. Most of the time, Natalie Portman just didn\'t carry her scenes very strongly, and that\'s strange coming from such a fine actress. So maybe one of the actors was actually a little out of place after all, thinking about it. \r\n\r\nHaving said that, that\'s pretty much my only complaint. Every other element in this film was very solid, the story was very good and they absolutely nailed the pacing. Those two hours went by in the blink of a eye. \r\n\r\nThor: The Dark World is wonderfully entertaining and a definite must-see for every Marvel fan. In fact – at the risk of enraging the Marvel Gods – this might just be pretty stiff competition to X-Men… Watch out Wolverine, I think I have a new favorite superhero.\r\n_(November 2013)_', '**A long format review from 2013**\r\n\r\nDespite a virtually non-existent (comparatively) promotional campaign for Marvel’s latest effort, Thor: The Dark World has crushed its competition box-office-wise. Though receiving less critical acclaim than Captain Phillips or Gravity, it did clean up in the finance department.\r\n\r\nI’ve made no secret of the fact that in the MCU, my favourite Avenger is Thor, so a new film was always going to be an easy ticket from me. And I can’t work out if that bias is making me more critical of the film because I care so much, or less because I’m just happy it got made? I’ll try to be as above board as possible.\r\n\r\nThor 2 is a spectacle, make no mistake. It has the appropriate mix of explosions, attractive people, monsters, humour, fighting, mesmerising visuals, sweet symbolism and heart-wrenching sorrow that can be expected from a decent super hero film. But beyond that, it doesn’t really have much.\r\n\r\nI know it sounds like it has a lot, and it honestly does, but I just couldn’t help feeling in a quite a number of moments that the thing felt hurried. Maybe if there wasn’t such a mad rush to get a Thor sequel out by the end of 2013, they could have spent a little more time fleshing out and filling in the script (not that it’s a short movie, I mean the pre-production feels rushed) and better utilising director Alan Taylor (Game of Thrones, Rome, Carnivale). There was a hint of the generic, amongst this otherwise splendid film.\r\n\r\n73%\r\n\r\n-Gimly']"
The Yards,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BN2ViOWJmMTMtNDc5Ny00OGY2LTk2YTQtZjkxMDk5ZWQ4NDNhXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_SX300.jpg,tt0138946,[]
Goldfinger,7.7,https://ia.media-imdb.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1_SX300.jpg,tt0058150,"[""**James Bond wears a strap on plastic seagull hat**\r\n\r\nThis entry is widely recognised as the template for all the Bond films that followed - and we can see why in the opening sequence. James Bond ( Sean Connery) in disguise wearing _a strap on plastic seagull_ on his head.\r\n\r\nIt's a Roger Moore Bond movie nine years before Roger Moore! I love the ludicrous Bond movies such as Goldfinger and Octopussy - two of my favorites. Octopussy has Roger Moore _riding a plastic crocodile_ and Goldfinger has _Sean Connery wearing a strap on plastic seagull hat!_\r\n\r\n_Thunderball_, a year later, continued the ludicrous fun with Connery's Bond riding a jet pack and fighting cross dressing assassins.\r\n\r\nIt's a shame that in 2006, the franchise died and became something utterly bland with the advent of the Craig era.\r\n\r\n- Potential Kermode""]"
Charlie's Angels: Full Throttle,4.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MTg3OTU5N15BMl5BanBnXkFtZTYwMDc4MzU3._V1_SX300.jpg,tt0305357,[]
Saw VI,6.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MzkzNTYyMl5BMl5BanBnXkFtZTcwOTg4MjE5Ng@@._V1_SX300.jpg,tt1233227,"[""The Jigsaw Killer may be dead but the murders still continue...\r\n\r\nSo where were we at now then? Detective Hoffman (Costas Mandylor) is still continuing to do the bloody work of the dead John Kramer/Jigsaw (Tobin Bell). In his sights is William Easton (Peter Outerbridge), an unfeeling insurance head who turned down claims by Kramer and a myriad of others on pathetic technicalities. Cue more elaborate traps, painful decisions and some twisty devilment. Yep! It's another Saw movie.\r\n\r\nSomewhat surprisingly, part 6 is a step up in quality of writing and ingenuity of gore/trap factors from the previous two installments. It's still very much old hat as a formula, and once again the sequences of Bell used in flashback show him to be the franchise's strength. However, the makers put at the core an insurance issue that everyone can identify with, whilst piling on mystery and suspense by way of Jigsaw's left envelopes and the FBI closing in on an increasingly overt confident Hoffman. 7/10""]"
Die Hard: With a Vengeance,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0112864,"[""With this having been the first DH film I ever watched (and the only one so far I have seen upon its original theatrical release), I hold a quiet sense of satisfaction that over time it seems to have become generally people's favourite of the series, next to the original. It is much more original than its predecessor, and has much higher-caliber supporting players in Jeremy Irons and Samuel L. Jackson--not to mention the best director the franchise has ever had.\r\n\r\nThis was great to see once again, and I STILL have nightmares with that wicked Katya (played by composer Sam Phillips) slicing my head off...""]"
Crank: High Voltage,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNTU1ODkxNl5BMl5BanBnXkFtZTcwMDgyODEzMg@@._V1_SX300.jpg,tt1121931,[]
The Postman Always Rings Twice,6.6,https://ia.media-imdb.com/images/M/MV5BZGE2OWVhYzgtMTRmYS00NjI0LTg3MGItZDlkN2Q3ZTQ5MzgxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,tt0082934,[]
God's Not Dead 2,4.4,https://ia.media-imdb.com/images/M/MV5BMjIxNTExMDk4NF5BMl5BanBnXkFtZTgwODM0MDczNzE@._V1_SX300.jpg,tt4824308,[]
"Remember Me, My Love",6.5,https://ia.media-imdb.com/images/M/MV5BMTg1MTU5NTY3Nl5BMl5BanBnXkFtZTcwODUyMDcyMQ@@._V1_SX300.jpg,tt0323807,[]
Madea's Family Reunion,5.1,https://ia.media-imdb.com/images/M/MV5BMjAwODQxOTI4NV5BMl5BanBnXkFtZTYwNzkwNzY3._V1_SX300.jpg,tt0455612,[]
The Yellow Handkerchief,6.8,https://ia.media-imdb.com/images/M/MV5BNzg3NzU4NDUzOV5BMl5BanBnXkFtZTcwNDk1Njg5Mg@@._V1_SX300.jpg,tt0954990,[]
Godsend,4.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNzE3MTg5Ml5BMl5BanBnXkFtZTcwMTIxNDYwNQ@@._V1_SX300.jpg,tt0335121,[]
Insidious: Chapter 2,6.6,https://ia.media-imdb.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_SX300.jpg,tt2226417,"['A decent enough movie I suppose, and an interesting sequel, but pales in comparison to the first.\r\n\r\n_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._']"
Star Trek III: The Search for Spock,6.7,https://ia.media-imdb.com/images/M/MV5BMTliZGVjZmMtNzEzMy00MzVhLWFhYjYtNDhlYmViNGNiMGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0088170,"[""You Klingon bastards! Kirk gets personal.\r\n\r\nIt is what it is folks, it's a good honest Star Trek story, it beats a real emotive heart and although some may decry the lack of blistering space battles, or end of the universe peril scenarios, it's an essential film for dealing with the protagonists we know and love.\r\n\r\nInto the mix here we have our favourite alien enemies The Klingons (led by the oddly cast Christopher Lloyd), Spock's father, Sarek, who adds grace to the story, and crucially Kirk gets an emotional kicker. While elsewhere hardcore fans get a big surprise with the beloved Enterprise.\r\n\r\nIt's of course merely a set up for the next (and delightfully great) instalment of Star Trek IV: The Voyage Home, but on its own terms this stands up as one of the better character pieces in the series. Due in no small part to having Leonard Nimoy directing it because he shows care and thought about a subject he obviously knows quite a bit about. 7/10""]"
Hereafter,6.5,https://ia.media-imdb.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX300.jpg,tt1212419,"['Clearly, no the best movie directed by Eastwood.\r\n\r\nThe performances are quite OK but the story is flat from the beginning to the end.', ""Clint Eastwood has once again proved himself to be a formidable director. The style and structure of storytelling used in Hereafter will not appeal to a large audience, but something tells me he knew this all too well but honestly, didn't care and rightfully so. Because let's face it, he can afford it and it's certainly a privilege he has earned. And with Hereafter, it seems that all Mr. Eastwood wants to do is share a story. A very beautiful one at that.\r\n\r\nHereafter is divided into three story lines, spread over three different countries. We have Matt Damon as a reluctant psychic in the United States, Cécile De France who plays a journalist in France and a young pair of twin brothers (Frankie and George McLaren) in England. All of these peoples' lives are in one way or another affected by different aspects of death, whether that be a near-death experience or the passing of someone very dear. Or, in Damons case, the ability to establish a certain connection with those who are no longer with us. Eastwood has decided on a particularly art house-like approach, which, like I mentioned earlier, will certainly back off a large amount of potential viewers. However, I personally very much appreciate his decision. He has obviously chosen not to make this some big, hyped-up monster movie about all things paranormal. Instead, Hereafter deals with its subject with great integrity and subtlety. Although, despite said subtlety, it features a few moments which are, by contrast, incredibly intense and shocking (in a non-scary way). In fact, I would even go so far as to say it is not for the faint of heart, but I mean that mostly in an emotional sense, rather than a spectacular one. On a side note, I would actually not recommend this film to anyone who has, in any way, shape or form been confronted with the 2004 tsunami, or even the London terrorist attacks. It might be really confronting, so be advised.\r\n\r\nI personally think the film's user rating is a bit low, but on the other hand I do somewhat understand why this film has not received the appreciation it deserves. Simply put, not everyone (actually, many people) will not understand it. It is a small story, for a small audience. Also, anyone watching this because they think it's all about Matt Damon will be somewhat deceived. I fully understand why they put his name and picture on the poster, since he is the only big name on the payroll. But this is really not 'his' film, he just plays a part in it. And he does it well, but the rest of the cast actually deserves a great deal of credit, because they are quite simply phenomenal. And I mean *all* of them. Cécile de France is really impressive, she plays her part with great dignity and empathy. She truly carries every scene she's in, and she will definitely do her country proud. Personally, I was most affected (both story- and acting wise) by the 'London segment' of the film. The story of the two young brothers is absolutely heartbreaking, and the McLaren boys do a superb job at translating this onto the screen. Anyone who doesn't at least feel a shudder of emotion when watching their story unfold, well... honestly doesn't have a lot of heart. I refuse to give away any plot points at all, other than what I already have. This is really the kind of story you just need to surrender to in order to really appreciate it. The pacing demands some patience, but if this is your kind of film it really won't be too much trouble and you will be greatly rewarded.\r\n\r\nThe way the story unfolds (the three-way structure, which doesn't come together until the very end), inevitably evokes comparison to 'Babel', but honestly, that one cost me a far greater deal of effort to sit through than Hereafter. But that is entirely personal of course, and the structure is really the only similarity between the two; the stories are completely different. And I also think Hereafter is actually far more accessible than Babel, despite its subject matter. The stories are told with such tenderness that it didn't actually bother me at all that they were three separate stories which, until the end, had nothing to do with each other. They all intrigued me in their own personal way.\r\n\r\nActually, I could go on and on...\r\n\r\nIt's been a long time since a film has really touched my heart, but this one has. I've been thinking about what rating I should give it, but honestly, I can't think of a single reason why I wouldn't give this film a 10. Hereafter is a film of true beauty, a real gem. Which, unfortunately, won't be understood by many people, but who knows... Perhaps someday, its time will come.\r\n_(August 2011)_""]"
Legend of a Rabbit,N/A,N/A,,[]
The Matrix Revolutions,N/A,N/A,tt5700122,
The Hills Have Eyes 2,7.2,N/A,tt1182281,
Independence Daysaster,3.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjU0OTI4NzIwOV5BMl5BanBnXkFtZTgwMTMxNjkyMjE@._V1_SX300.jpg,tt2645670,[]
Gods and Generals,6.3,https://ia.media-imdb.com/images/M/MV5BMTU1NzExNjU3OF5BMl5BanBnXkFtZTYwNzc0MDg5._V1_SX300.jpg,tt0279111,"[""It is too afraid of reality to depict truths. Rather it hides behind a facade of being artistically 'old filmy' in styling; as too paint the whole in the romanticised vision (whitewash) held by those that love the idea of the Civil War. It was rather unbearable to say the least.""]"
The Game Plan,6.2,https://ia.media-imdb.com/images/M/MV5BMTAzNDIyODYzMTJeQTJeQWpwZ15BbWU3MDA3NTA5NDE@._V1_SX300.jpg,tt0492956,[]
Good Kill,N/A,N/A,,[]
Pitch Perfect,7.2,https://ia.media-imdb.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_SX300.jpg,tt1981677,"['A modern cult movie (in a good way, of course). It started a movement of sorts with people posting youtube videos with them singing and rearranging cups. Very powerful!', 'Not sure why this movie has become so famous.\r\n\r\nIt is not a really good comedy with the exception of the jokes by the competition commentators and the story as with any movie of this kind is weak and expectable.\r\n\r\nNothing very remarkable here but the fact that there are so many fans of it.', ""A quintessential crowd-pleaser. Exuberant musical numbers and great chemistry between the cast makes this a 'chick flick' everyone can enjoy.""]"
Goal!: The Dream Begins,N/A,N/A,,[]
"Good Night, and Good Luck.",7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NzQ2NDg2Ml5BMl5BanBnXkFtZTYwMzcwOTY2._V1_SX300.jpg,tt0433383,[]
"Big Mommas: Like Father, Like Son",N/A,N/A,,[]
